BOROUGH,BLOCK,LOT,POSTCODE,LATITUDE,LONGITUDE
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,3810,2,11385,40.709846,-73.868352
Queens,13593,34,11422,40.660717,-73.731957
Queens,1095,16,11370,40.764807,-73.8859
Queens,1095,16,11370,40.764807,-73.8859
Queens,1095,16,11370,40.764807,-73.8859
Queens,1095,16,11370,40.764807,-73.8859
Queens,1095,16,11370,40.764807,-73.8859
Queens,1095,16,11370,40.764807,-73.8859
Queens,1481,50,11372,40.74874,-73.873563
Queens,6165,40,11361,40.766446,-73.777512
Queens,2492,52,11373,40.73234,-73.886154
Queens,10492,19,11423,40.718842,-73.758938
Queens,13091,26,11413,40.667638,-73.762634
Queens,12599,31,11412,40.691036,-73.761919
Queens,12599,33,11412,40.691025,-73.761963
Queens,12599,32,11412,40.69103,-73.761941
Queens,12280,32,11434,40.672528,-73.781615
Queens,809,55,11105,40.77517,-73.903245
Queens,2340,2,11377,40.736449,-73.901854
Queens,8138,70,11363,40.772526,-73.735687
Queens,7362,18,11364,40.752635,-73.776068
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,3810,350,11385,40.70945,-73.869565
Queens,1130,44,11370,40.759159,-73.886798
Queens,1130,44,11370,40.759159,-73.886798
Queens,10175,51,11433,40.695767,-73.788232
Queens,1944,16,11368,40.741243,-73.856324
Queens,1944,16,11368,40.741243,-73.856324
Queens,10014,30,11435,40.696214,-73.808119
Queens,13342,23,11434,40.662825,-73.767401
Queens,9375,41,11418,40.697199,-73.827164
Queens,7368,1,11364,40.754556,-73.771763
Queens,7368,1,11364,40.754556,-73.771763
Queens,7368,1,11364,40.754556,-73.771763
Queens,7368,1,11364,40.754556,-73.771763
Queens,7368,1,11364,40.754556,-73.771763
Queens,7368,1,11364,40.754556,-73.771763
Queens,9257,7502,11418,40.700214,-73.833565
Queens,6310,26,11361,40.760845,-73.765464
Queens,6097,31,11361,40.768225,-73.78051
Queens,6816,39,11367,40.720265,-73.810964
Queens,1938,1,11368,40.741175,-73.859168
Queens,11446,50,11414,40.66638,-73.849957
Queens,11446,12,11414,40.666377,-73.849968
Queens,11446,1,11414,40.664771,-73.849431
Queens,9712,159,11435,40.710565,-73.815735
Queens,9712,159,11435,40.710565,-73.815735
Queens,9756,56,11432,40.703492,-73.799838
Queens,9756,56,11432,40.703492,-73.799838
Queens,9756,56,11432,40.703492,-73.799838
Queens,9851,6,11432,40.711867,-73.795344
Queens,9851,6,11432,40.711867,-73.795344
Queens,9121,24,11417,40.680948,-73.84121
Queens,9121,24,11417,40.680948,-73.84121
Queens,9121,24,11417,40.680948,-73.84121
Queens,1513,24,11373,40.746505,-73.878194
Queens,1513,24,11373,40.746505,-73.878194
Queens,344,34,11106,40.75818,-73.933172
Queens,10241,20,11433,40.7018,-73.785471
Queens,4468,32,11357,40.796608,-73.821731
Queens,4511,107,11357,40.796058,-73.8153
Queens,8183,12,11362,40.764,-73.741613
Queens,16216,37,11694,40.578828,-73.840916
Queens,2233,59,11375,40.722427,-73.84119
Queens,4934,58,11358,40.770246,-73.794132
Queens,9790,21,11432,40.714758,-73.805244
Queens,810,131,11105,40.777292,-73.903289
Queens,1229,122,11377,40.745517,-73.904158
Queens,1229,122,11377,40.745517,-73.904158
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,14183,112,11414,40.657203,-73.839378
Queens,3810,444,11385,40.708654,-73.864932
Queens,6008,84,11360,40.78068,-73.771409
Queens,3030,82,11379,40.7155,-73.883243
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,613,1,11106,40.761897,-73.925201
Queens,11759,74,11420,40.672981,-73.802699
Queens,7266,1,11366,40.729245,-73.781006
Queens,7266,1,11366,40.729245,-73.781006
Queens,1749,60,11368,40.754935,-73.861376
Queens,1749,60,11368,40.754902,-73.861373
Queens,9118,87,11417,40.681849,-73.843771
Queens,168,31,11104,40.743447,-73.921238
Queens,168,31,11104,40.743447,-73.921238
Queens,168,31,11104,40.743447,-73.921238
Queens,168,31,11104,40.743447,-73.921238
Queens,143,10,11101,40.752385,-73.914958
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,2018,1,11368,40.750789,-73.843761
Queens,3150,47,11374,40.718234,-73.858956
Queens,3324,22,11415,40.708628,-73.834349
Queens,9847,41,11432,40.712578,-73.800111
Queens,13353,3,11434,40.661124,-73.766326
Queens,1776,58,11368,40.750196,-73.86056
Queens,1776,58,11368,40.750196,-73.86056
Queens,1776,58,11368,40.750196,-73.86056
Queens,1497,73,11373,40.745294,-73.888189
Queens,6437,49,11355,40.743205,-73.815233
Queens,6437,49,11355,40.743205,-73.815233
Queens,883,6,11102,40.773671,-73.923585
Queens,3846,40,11385,40.705516,-73.862208
Queens,351,28,11106,40.760126,-73.938595
Queens,8185,67,11362,40.762642,-73.740726
Queens,7984,6,11426,40.727831,-73.731593
Queens,1188,77,11377,40.751605,-73.9008
Queens,11748,82,11420,40.674812,-73.810866
Queens,15822,32,11691,40.594078,-73.762906
Queens,15822,33,11691,40.594078,-73.762895
Queens,15822,30,11691,40.594072,-73.762946
Queens,2086,50,11374,40.731049,-73.860603
Queens,5135,66,11355,40.754426,-73.827882
Queens,845,15,11105,40.776362,-73.913537
Queens,801,60,11105,40.776338,-73.901485
Queens,12371,342,11434,40.685397,-73.774891
Queens,10123,1,11433,40.696692,-73.79904
Queens,10431,3,11412,40.698115,-73.76329
Queens,1598,21,11368,40.746794,-73.868391
Queens,8082,200,11363,40.770164,-73.751459
Queens,8082,200,11363,40.770164,-73.751459
Queens,10090,6,11435,40.693195,-73.802029
Queens,4651,4,11357,40.783635,-73.8187
Queens,3234,29,11375,40.722225,-73.850434
Queens,1135,65,11377,40.755848,-73.903262
Queens,1135,65,11377,40.755848,-73.903262
Queens,9977,12,11435,40.700883,-73.813212
Queens,6517,1,11367,40.735639,-73.814717
Queens,6517,1,11367,40.735639,-73.814717
Queens,8288,31,11362,40.753156,-73.738092
Queens,13750,166,11422,40.655118,-73.741595
Queens,1748,43,11368,40.754806,-73.861377
Queens,3356,30,11415,40.710251,-73.827441
Queens,3356,30,11415,40.710251,-73.827441
Queens,3970,11,11356,40.790501,-73.841815
Queens,9556,56,11419,40.687148,-73.825586
Queens,9556,56,11419,40.687148,-73.825586
Queens,15589,3,11691,40.601362,-73.738792
Queens,9701,45,11435,40.705751,-73.812885
Queens,9701,45,11435,40.705792,-73.812892
Queens,8230,61,11362,40.768694,-73.733396
Queens,11862,54,11420,40.668479,-73.810898
Queens,9556,55,11419,40.687123,-73.825575
Queens,9556,55,11419,40.687123,-73.825575
Queens,9556,55,11419,40.687123,-73.825575
Queens,1135,67,11377,40.755848,-73.903262
Queens,9470,4,11419,40.69435,-73.820201
Queens,4731,9,11357,40.782102,-73.807691
Queens,10366,49,11423,40.707687,-73.769589
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,1787,2,11368,40.754703,-73.845398
Queens,891,126,11105,40.780372,-73.918121
Queens,2845,10,11378,40.72473,-73.885272
Queens,2845,10,11379,40.724719,-73.885355
Queens,2845,10,11378,40.72473,-73.885272
Queens,2845,10,11379,40.724719,-73.885355
Queens,2385,31,11377,40.734962,-73.899717
Queens,3846,40,11385,40.705516,-73.862208
Queens,3846,40,11385,40.705516,-73.862208
Queens,29,42,11101,40.745867,-73.955148
Queens,29,42,11101,40.745867,-73.955148
Queens,29,42,11101,40.745867,-73.955148
Queens,29,42,11101,40.745867,-73.955148
Queens,8768,35,11004,40.738402,-73.7124
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,7021,1,11432,40.722285,-73.790341
Queens,760,59,11105,40.769535,-73.899463
Queens,2821,31,11373,40.725774,-73.886147
Queens,2821,31,11373,40.725774,-73.886147
Queens,4316,5,11354,40.772724,-73.848797
Queens,13312,90,11434,40.665367,-73.768676
Queens,3916,8,11356,40.792754,-73.847791
Queens,3916,7,11356,40.792751,-73.847704
Queens,3916,5,11356,40.792754,-73.847762
Queens,2369,29,11378,40.728335,-73.901249
Queens,402,10,11101,40.751077,-73.934612
Queens,2924,32,11379,40.717943,-73.888844
Queens,6689,9,11367,40.720707,-73.816006
Queens,9701,29,11435,40.705591,-73.811976
Queens,13738,106,11422,40.65703,-73.743897
Queens,9448,26,11419,40.696434,-73.816827
Queens,9448,26,11419,40.696434,-73.816827
Queens,9022,21,11416,40.683845,-73.854262
Queens,9022,21,11416,40.683845,-73.854262
Queens,76,1,11101,40.745943,-73.947844
Queens,3916,72,11356,40.794165,-73.847946
Queens,3916,77,11356,40.793879,-73.847846
Queens,3916,75,11356,40.793992,-73.847885
Queens,5568,50,11365,40.748378,-73.801855
Queens,810,30,11105,40.77718,-73.903423
Queens,3916,78,11356,40.793764,-73.847806
Queens,3916,79,11356,40.793706,-73.847785
Queens,3916,81,11356,40.793591,-73.847745
Queens,1956,1,11368,40.736832,-73.855918
Queens,743,20,11377,40.761493,-73.905911
Queens,1977,7,11368,40.74727,-73.862515
Queens,6801,55,11365,40.729732,-73.806272
Queens,1967,13,11368,40.740441,-73.851833
Queens,13954,24,11414,40.663105,-73.843794
Queens,11420,51,11414,40.669678,-73.847351
Queens,13123,3,11413,40.67494,-73.752524
Queens,13123,3,11413,40.674945,-73.752539
Queens,1967,12,11368,40.740452,-73.851865
Queens,554,15,11106,40.765414,-73.931497
Queens,15804,10,11691,40.595191,-73.761152
Queens,10675,15,11427,40.727259,-73.749072
Queens,13726,7,11413,40.657598,-73.748779
Queens,6925,42,11365,40.734437,-73.798447
Queens,6356,22,11355,40.74413,-73.835458
Queens,6368,88,11355,40.743888,-73.833019
Queens,2775,39,11378,40.723833,-73.897197
Queens,2775,40,11378,40.723844,-73.897168
Queens,9952,25,11432,40.717652,-73.781488
Queens,13634,64,11422,40.656672,-73.740691
Queens,5275,31,11354,40.763925,-73.808682
Queens,5275,31,11354,40.763925,-73.808682
Queens,5275,31,11354,40.763925,-73.808682
Queens,13436,31,11413,40.659016,-73.758516
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,3321,87,11418,40.707398,-73.836292
Queens,5374,3,11355,40.757868,-73.819091
Queens,5374,3,11355,40.757868,-73.819091
Queens,5374,3,11355,40.757868,-73.819091
Queens,6623,81,11367,40.725143,-73.821781
Queens,6688,5,11367,40.721372,-73.816355
Queens,4555,8,11357,40.792759,-73.803907
Queens,1508,1,11373,40.744478,-73.884394
Queens,1508,1,11373,40.744478,-73.884394
Queens,396,1,11101,40.753434,-73.937818
Queens,2738,22,11378,40.720877,-73.904331
Queens,8041,38,11363,40.774986,-73.750975
Queens,1759,1,11368,40.751591,-73.870641
Queens,1759,1,11368,40.751591,-73.870641
Queens,9803,24,11432,40.709307,-73.791006
Queens,9803,1,11432,40.709271,-73.790984
Queens,9803,24,11432,40.709318,-73.791013
Queens,10245,27,11433,40.700062,-73.786537
Queens,328,37,11106,40.762795,-73.940939
Queens,1974,2,11368,40.749753,-73.863798
Queens,1974,2,11368,40.749753,-73.863798
Queens,1974,2,11368,40.749753,-73.863798
Queens,1282,195,11372,40.748041,-73.893872
Queens,595,34,11102,40.767534,-73.920877
Queens,3287,20,11375,40.715389,-73.840569
Queens,13989,35,11414,40.659618,-73.842908
Queens,11039,15,11412,40.696407,-73.755045
Queens,2193,40,11375,40.727094,-73.843528
Queens,9803,24,11432,40.709293,-73.790998
Queens,3098,16,11374,40.726809,-73.861373
Queens,12517,32,11434,40.68164,-73.771323
Queens,12517,32,11434,40.68164,-73.771323
Queens,8668,155,11426,40.726835,-73.713568
Queens,8668,155,11426,40.726835,-73.713568
Queens,8668,155,11426,40.726835,-73.713568
Queens,2013,108,11368,40.751669,-73.855493
Queens,2285,27,11377,40.741015,-73.917971
Queens,11741,58,11420,40.671709,-73.818564
Queens,11741,58,11420,40.671709,-73.818564
Queens,6930,1,11365,40.733376,-73.794571
Queens,6930,1,11365,40.733376,-73.794571
Queens,6930,16,11365,40.733576,-73.794303
Queens,6930,35,11365,40.732695,-73.794097
Queens,4550,30,11357,40.790126,-73.80709
Queens,11741,58,11420,40.671709,-73.818564
Queens,15766,33,11691,40.59976,-73.760531
Queens,15766,39,11691,40.59978,-73.760581
Queens,15766,33,11691,40.59981,-73.760822
Queens,15766,33,11691,40.59981,-73.760822
Queens,15766,33,11691,40.59981,-73.760822
Queens,15766,35,11691,40.599816,-73.760815
Queens,15766,35,11691,40.599816,-73.760815
Queens,15766,37,11691,40.599821,-73.760808
Queens,15766,37,11691,40.599821,-73.760808
Queens,15766,37,11691,40.599821,-73.760808
Queens,6199,22,11361,40.763439,-73.78201
Queens,6019,108,11360,40.778902,-73.769227
Queens,6019,108,11360,40.778902,-73.769227
Queens,6019,108,11360,40.778902,-73.769227
Queens,6019,108,11360,40.778902,-73.769227
Queens,2182,160,11375,40.73446,-73.847101
Queens,2182,160,11375,40.73446,-73.847101
Queens,2491,42,11378,40.729924,-73.888821
Queens,2491,42,11378,40.729924,-73.888821
Queens,2491,42,11378,40.729924,-73.888821
Queens,8012,14,11363,40.782298,-73.750919
Queens,1343,48,11377,40.743413,-73.898798
Queens,10509,185,11423,40.71939,-73.768845
Queens,7083,37,11365,40.737588,-73.792158
Queens,7083,37,11365,40.737588,-73.792158
Queens,3508,45,11385,40.700606,-73.89944
Queens,3508,45,11385,40.700606,-73.89944
Queens,1706,25,11368,40.758108,-73.857201
Queens,1706,25,11368,40.758108,-73.857201
Queens,1706,25,11368,40.758108,-73.857201
Queens,1706,25,11368,40.758108,-73.857201
Queens,1706,25,11368,40.758108,-73.857201
Queens,1706,25,11368,40.758108,-73.857201
Queens,15664,21,11691,40.606749,-73.759573
Queens,12332,116,11434,40.690001,-73.781197
Queens,10823,40,11423,40.712903,-73.764612
Queens,7509,41,11364,40.757113,-73.750313
Queens,5361,10,11361,40.759795,-73.785465
Queens,5361,10,11361,40.759795,-73.785465
Queens,5361,10,11361,40.759795,-73.785465
Queens,10509,330,11423,40.718143,-73.767086
Queens,9441,25,11419,40.694638,-73.823334
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,1721,1,11368,40.757755,-73.862659
Queens,12191,74,11434,40.684598,-73.789684
Queens,1897,29,11368,40.740224,-73.864323
Queens,1897,29,11368,40.740224,-73.864323
Queens,1897,29,11368,40.740224,-73.864323
Queens,16185,41,11694,40.579526,-73.83397
Queens,10910,27,11429,40.708956,-73.751309
Queens,10660,1,11427,40.724651,-73.745041
Queens,10660,1,11427,40.724651,-73.745041
Queens,9669,45,11435,40.715067,-73.823182
Queens,9669,45,11435,40.715067,-73.823182
Queens,14246,1128,11414,40.653663,-73.828369
Queens,14246,1130,11414,40.653663,-73.828369
Queens,2014,30,11368,40.751048,-73.854924
Queens,12202,3,11436,40.681581,-73.792401
Queens,12202,3,11436,40.681581,-73.792401
Queens,1286,8,11372,40.747844,-73.89066
Queens,16350,400,11697,40.553702,-73.928425
Queens,3538,67,11385,40.701064,-73.896464
Queens,3538,67,11385,40.701064,-73.896464
Queens,3538,67,11385,40.701064,-73.896464
Queens,3538,67,11385,40.701064,-73.896464
Queens,3538,67,11385,40.701064,-73.896464
Queens,7421,25,11364,40.751276,-73.76619
Queens,5419,53,11358,40.758332,-73.804272
Queens,5419,53,11358,40.758332,-73.804272
Queens,5419,51,11358,40.758338,-73.804272
Queens,5419,51,11358,40.758338,-73.804272
Queens,5419,51,11358,40.758338,-73.804272
Queens,5419,51,11358,40.758338,-73.804272
Queens,5771,3,11357,40.775249,-73.795337
Queens,12686,56,11412,40.689455,-73.751789
Queens,9780,38,11432,40.711906,-73.803684
Queens,10143,30,11433,40.693691,-73.796878
Queens,7231,120,11432,40.725738,-73.785622
Queens,12686,56,11412,40.689455,-73.751789
Queens,12686,56,11412,40.689455,-73.751789
Queens,11784,44,11420,40.670739,-73.813084
Queens,3547,2,11385,40.697676,-73.907739
Queens,3547,2,11385,40.697676,-73.907739
Queens,1543,24,11373,40.740097,-73.881255
Queens,1614,4,11368,40.747259,-73.866997
Queens,1614,4,11368,40.747259,-73.866997
Queens,3321,189,11418,40.704988,-73.83584
Queens,1726,38,11368,40.756723,-73.857788
Queens,3529,103,11385,40.706704,-73.898876
Queens,547,9,11102,40.769795,-73.927582
Queens,2001,77,11368,40.747405,-73.856552
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,57,11368,40.753374,-73.860113
Queens,1777,58,11368,40.753443,-73.860149
Queens,1777,58,11368,40.753443,-73.860149
Queens,1777,58,11368,40.753443,-73.860149
Queens,1777,58,11368,40.753443,-73.860149
Queens,1777,58,11368,40.753443,-73.860149
Queens,5963,30,11358,40.772672,-73.792504
Queens,6797,7503,11365,40.727863,-73.810824
Queens,2334,14,11377,40.737842,-73.903675
Queens,2334,14,11377,40.737842,-73.903675
Queens,514,25,11102,40.771817,-73.930443
Queens,905,7501,11102,40.775801,-73.928785
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,4282,100,11357,40.77749,-73.828079
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,839,1,11102,40.771857,-73.9198
Queens,2780,15,11378,40.720099,-73.893008
Queens,16166,57,11694,40.580988,-73.833038
Queens,5695,1,11365,40.743017,-73.784653
Queens,7337,60,11361,40.760978,-73.764539
Queens,12369,34,11434,40.683434,-73.776055
Queens,13345,9,11434,40.663066,-73.765602
Queens,13345,6,11434,40.663068,-73.765616
Queens,4922,39,11358,40.768657,-73.799069
Queens,4421,48,11357,40.790411,-73.830852
Queens,9226,26,11418,40.697536,-73.836183
Queens,12042,37,11436,40.676578,-73.793949
Queens,8638,18,11426,40.729545,-73.722768
Queens,9275,79,11418,40.701517,-73.829588
Queens,9275,79,11418,40.701517,-73.829588
Queens,9275,79,11418,40.701517,-73.829588
Queens,9275,38,11418,40.701934,-73.829334
Queens,9275,38,11418,40.701934,-73.829334
Queens,8300,430,11362,40.747418,-73.734975
Queens,8300,436,11362,40.747382,-73.734989
Queens,1845,41,11373,40.734535,-73.872937
Queens,1845,41,11373,40.734535,-73.872937
Queens,1845,41,11373,40.734535,-73.872937
Queens,15012,6,11434,40.665363,-73.779302
Queens,1960,4,11368,40.739953,-73.854443
Queens,16318,28,11694,40.569841,-73.859363
Queens,594,29,11102,40.769015,-73.922395
Queens,5421,57,11358,40.7573,-73.802528
Queens,6759,9,11365,40.737978,-73.806613
Queens,6759,9,11365,40.737978,-73.806613
Queens,6759,8,11365,40.737978,-73.806613
Queens,6759,8,11365,40.737978,-73.806613
Queens,15560,44,11691,40.602385,-73.750658
Queens,15552,22,11691,40.604499,-73.744412
Queens,5421,57,11358,40.7573,-73.802528
Queens,13664,1,11422,40.655856,-73.731918
Queens,427,27,11101,40.75161,-73.944699
Queens,427,60,11101,40.751055,-73.943635
Queens,427,60,11101,40.751055,-73.943635
Queens,4779,26,11354,40.775986,-73.822844
Queens,16139,11,11693,40.584004,-73.814831
Queens,16139,11,11693,40.584004,-73.814831
Queens,5447,41,11358,40.755417,-73.798065
Queens,11610,42,11420,40.683084,-73.812281
Queens,609,10,11106,40.758574,-73.927024
Queens,9770,40,11432,40.70936,-73.800795
Queens,3951,64,11356,40.79138,-73.842673
Queens,1134,33,11377,40.756965,-73.903615
Queens,1134,33,11377,40.756965,-73.903615
Queens,1134,32,11377,40.756987,-73.903618
Queens,1134,32,11377,40.756987,-73.903618
Queens,3951,64,11356,40.79138,-73.842673
Queens,724,24,11103,40.757626,-73.913186
Queens,724,24,11103,40.757626,-73.913186
Queens,694,1,11103,40.760072,-73.914468
Queens,12716,20,11413,40.683145,-73.755789
Queens,1932,49,11368,40.741747,-73.859762
Queens,1941,26,11368,40.739998,-73.856933
Queens,14231,825,11414,40.654965,-73.831018
Queens,4922,39,11358,40.768657,-73.799069
Queens,4977,82,11354,40.761981,-73.829339
Queens,4977,82,11354,40.761981,-73.829339
Queens,4977,82,11354,40.761981,-73.829339
Queens,1769,70,11368,40.752767,-73.864178
Queens,12007,235,11436,40.681165,-73.794162
Queens,34,14,11101,40.741621,-73.955988
Queens,34,14,11101,40.741621,-73.955988
Queens,34,14,11101,40.741621,-73.955988
Queens,34,14,11101,40.741621,-73.955988
Queens,739,11,11103,40.758771,-73.910304
Queens,10166,125,11433,40.697805,-73.792138
Queens,12012,187,11436,40.678226,-73.80127
Queens,1782,61,11368,40.754263,-73.855718
Queens,1782,1,11368,40.754274,-73.855722
Queens,1782,59,11368,40.75425,-73.855711
Queens,1782,57,11368,40.754239,-73.855704
Queens,1782,55,11368,40.754228,-73.8557
Queens,1986,74,11368,40.747962,-73.860189
Queens,1986,74,11368,40.747962,-73.860193
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,1727,1,11368,40.758043,-73.857569
Queens,3132,19,11374,40.721171,-73.863716
Queens,6656,52,11367,40.730762,-73.815012
Queens,6656,52,11367,40.730762,-73.815012
Queens,8230,66,11362,40.768229,-73.733033
Queens,8230,66,11362,40.768229,-73.733033
Queens,10213,55,11433,40.7063,-73.787506
Queens,606,14,11106,40.756881,-73.927297
Queens,8575,33,11004,40.740783,-73.716193
Queens,5182,34,11355,40.75608,-73.822124
Queens,5182,34,11355,40.75608,-73.822124
Queens,12212,34,11434,40.678246,-73.788886
Queens,2886,10,11373,40.729813,-73.874659
Queens,10737,17,11428,40.725684,-73.735819
Queens,8197,11,11362,40.764237,-73.739691
Queens,9574,10,11419,40.686686,-73.822987
Queens,9575,35,11419,40.68687,-73.821451
Queens,1559,48,11373,40.742925,-73.879391
Queens,1737,60,11368,40.753064,-73.871642
Queens,4202,7,11356,40.779481,-73.842426
Queens,11687,31,11420,40.677057,-73.807557
Queens,11687,31,11420,40.677057,-73.807557
Queens,661,41,11103,40.76455,-73.916372
Queens,4586,23,11357,40.788636,-73.800449
Queens,52,12,11101,40.747654,-73.949087
Queens,52,12,11101,40.747654,-73.949087
Queens,10736,24,11428,40.724926,-73.7358
Queens,58,4,11101,40.744157,-73.949509
Queens,58,4,11101,40.744157,-73.949509
Queens,58,4,11101,40.744157,-73.949509
Queens,58,4,11101,40.744157,-73.949509
Queens,58,4,11101,40.744157,-73.949509
Queens,2374,144,11378,40.730605,-73.901141
Queens,5430,7,11355,40.755525,-73.814968
Queens,9015,28,11416,40.685333,-73.857173
Queens,7615,70,11364,40.745158,-73.762404
Queens,6857,64,11432,40.721124,-73.80445
Queens,9830,32,11432,40.711359,-73.787641
Queens,1974,2,11368,40.749764,-73.863693
Queens,14141,1,11414,40.665578,-73.835944
Queens,1476,12,11372,40.749903,-73.877718
Queens,13491,29,11413,40.665266,-73.757069
Queens,12240,16,11434,40.683896,-73.784123
Queens,12219,8,11434,40.676202,-73.788312
Queens,16092,25,11692,40.588196,-73.798773
Queens,16092,81,11692,40.588762,-73.799315
Queens,16092,115,11692,40.588002,-73.799655
Queens,16092,131,11692,40.587476,-73.800046
Queens,16092,131,11692,40.587476,-73.800046
